"Parasite.species","Parasite.group","minLCL","maxLCL","midLCL","Host.no","Facultative","Stage","Def.int","Flex.cycle","Length","Width","Biovolume","Host.nofac","complete_size"
"Pseudoterranova decipiens [A-D]","nematode",3,5,4,5,"no","adult","def","yes",61.85,1.58625,131.508897475242,"5th","incomplete"
"Pterygodermatites affinis","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites affinis","nematode",2,3,2.5,1,"no","1larv","int","yes",0.735,0.05,0.00144316912524281,"1st","incomplete"
"Pterygodermatites affinis","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",0.8355,0.0465,0.00141886880789252,"2nd","incomplete"
"Pterygodermatites affinis","nematode",2,3,2.5,3,"no","adult","def","yes",15.5328571428571,0.3516875,1.56071235433811,"3rd","incomplete"
"Pterygodermatites coloradensis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites coloradensis","nematode",2,2,2,1,"no","1larv","int","no",0.5495,0.0585,0.00147696196114546,"1st","incomplete"
"Pterygodermatites coloradensis","nematode",2,2,2,2,"no","adult","def","no",15.2,0.3975,2.16286284178584,"2nd","incomplete"
"Pterygodermatites desportesi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites desportesi","nematode",2,2,2,1,"no","1larv","int","no",0.72,0.065,0.00238918121305504,"1st","incomplete"
"Pterygodermatites desportesi","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Pterygodermatites hispanica","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites hispanica","nematode",2,2,2,1,"no","1larv","int","no",0.49,0.052,0.00104062115057508,"1st","incomplete"
"Pterygodermatites hispanica","nematode",2,2,2,2,"no","adult","def","no",37,1.225,43.607760401087,"2nd","incomplete"
"Pterygodermatites nycticebi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites nycticebi","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Pterygodermatites nycticebi","nematode",2,2,2,2,"no","adult","def","no",24.75,0.79,12.2202260087958,"2nd","incomplete"
"Pterygodermatites peromysci","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites peromysci","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Pterygodermatites peromysci","nematode",2,2,2,2,"no","adult","def","no",23,0.673,8.18178090923719,"2nd","incomplete"
"Pterygodermatites taterilli","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites taterilli","nematode",2,2,2,1,"no","1larv","int","no",0.49,0.045,0.000779311327631118,"1st","incomplete"
"Pterygodermatites taterilli","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Pterygodermatites zygodontomis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Pterygodermatites zygodontomis","nematode",2,2,2,1,"no","1larv","int","no",0.71,0.07,0.00273240021045972,"1st","incomplete"
"Pterygodermatites zygodontomis","nematode",2,2,2,2,"no","adult","def","no",28,0.85,15.8886048455304,"2nd","incomplete"
"Ptilotolepis raymondi","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0275,0.011,0.000149749249821113,"propagule","complete"
"Ptilotolepis raymondi","cestode",2,2,2,1,"no","1larv","int","no",0.445,0.445,0.103685647537853,"1st","complete"
"Ptilotolepis raymondi","cestode",2,2,2,2,"no","adult","def","no",31.1666666666667,1.415,44.2316666666667,"2nd","complete"
"Quadriplotriaena hypsokysta","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Quadriplotriaena hypsokysta","nematode",2,2,2,1,"no","1larv","int","no",0.733,0.048,0.00132640555108684,"1st","incomplete"
"Quadriplotriaena hypsokysta","nematode",2,2,2,2,"no","adult","def","no",185,0.96,133.907245266611,"2nd","incomplete"
"Rabbium paradoxus","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Rabbium paradoxus","nematode",1,2,1.5,1,"no","1larv","int","yes",5.3,0.327,0.654970860313218,"1st","incomplete"
"Rabbium paradoxus","nematode",1,2,1.5,2,"progenetic","adult","def","yes",NA,NA,NA,"2nd","incomplete"
"Raillietina australis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.012,0.012,7.5398223686155e-05,"propagule","complete"
"Raillietina australis","cestode",2,2,2,1,"no","1larv","int","no",0.372,0.268,0.052200703532048,"1st","complete"
"Raillietina australis","cestode",2,2,2,2,"no","adult","def","no",80,1.2,96,"2nd","complete"
"Raillietina beveridgei","cestode",2,2,2,0,NA,"embryo",NA,"no",0.016,0.013,0.000108908545324446,"propagule","complete"
"Raillietina beveridgei","cestode",2,2,2,1,"no","1larv","int","no",0.352,0.254,0.0468139193286927,"1st","complete"
"Raillietina beveridgei","cestode",2,2,2,2,"no","adult","def","no",380,3.8,1444,"2nd","complete"
"Raillietina bonini","cestode",2,2,2,0,NA,"embryo",NA,"no",0.036,NA,NA,"propagule","incomplete"
"Raillietina bonini","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Raillietina bonini","cestode",2,2,2,2,"no","adult","def","no",110,1.2,141,"2nd","incomplete"
"Raillietina cesticillus","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0401666666666667,0.039,0.000935409212606361,"propagule","complete"
"Raillietina cesticillus","cestode",2,2,2,1,"no","1larv","int","no",0.3692125,0.267325,0.054056367699698,"1st","complete"
"Raillietina cesticillus","cestode",2,2,2,2,"no","adult","def","no",72.8333333333333,2.25,205.3125,"2nd","complete"
"Raillietina chiltoni","cestode",2,2,2,0,NA,"embryo",NA,"no",0.018,0.018,0.000169646003293849,"propagule","complete"
"Raillietina chiltoni","cestode",2,2,2,1,"no","1larv","int","no",0.294,0.223,0.0343281829257757,"1st","complete"
"Raillietina chiltoni","cestode",2,2,2,2,"no","adult","def","no",90,1.4,126,"2nd","complete"
"Raillietina dromaius","cestode",2,2,2,0,NA,"embryo",NA,"no",0.018,0.015,0.000141371669411541,"propagule","complete"
"Raillietina dromaius","cestode",2,2,2,1,"no","1larv","int","no",0.592,0.366,0.113449193906435,"1st","complete"
"Raillietina dromaius","cestode",2,2,2,2,"no","adult","def","no",122.5,2.12,259.7,"2nd","complete"
"Raillietina echinobothrida","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0145,0.0145,0.000110086642569542,"propagule","complete"
"Raillietina echinobothrida","cestode",2,2,2,1,"no","1larv","int","no",0.358,0.24275,0.0456648818156422,"1st","complete"
"Raillietina echinobothrida","cestode",2,2,2,2,"no","adult","def","no",170,2.4375,409.583333333333,"2nd","complete"
"Raillietina georgiensis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0185,0.0185,0.000179201680948518,"propagule","incomplete"
"Raillietina georgiensis","cestode",2,2,2,1,"no","1larv","int","no",0.2855,0.2305,0.0344568573248789,"1st","incomplete"
"Raillietina georgiensis","cestode",2,2,2,2,"no","adult","def","no",265,NA,NA,"2nd","incomplete"
"Raillietina loeweni","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0211,0.0164,0.000181186120308035,"propagule","complete"
"Raillietina loeweni","cestode",2,2,2,1,"no","1larv","int","no",0.325,0.228,0.0387986692718339,"1st","complete"
"Raillietina loeweni","cestode",2,2,2,2,"no","adult","def","no",574,2.476,1421.224,"2nd","complete"
"Raillietina mitchelli","cestode",2,2,2,0,NA,"embryo",NA,"no",0.017,0.016,0.000142418866962737,"propagule","complete"
"Raillietina mitchelli","cestode",2,2,2,1,"no","1larv","int","no",0.19,0.122,0.0121370196183686,"1st","complete"
"Raillietina mitchelli","cestode",2,2,2,2,"no","adult","def","no",120,0.964,115.68,"2nd","complete"
"Raillietina tetragona","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0125,0.0125,8.18123086872342e-05,"propagule","complete"
"Raillietina tetragona","cestode",2,2,2,1,"no","1larv","int","no",0.3964,0.247,0.0539979039694116,"1st","complete"
"Raillietina tetragona","cestode",2,2,2,2,"no","adult","def","no",180.875,2.3375,450.21875,"2nd","complete"
"Raphidascaris acus","nematode",2,4,3,0,NA,"embryo",NA,"yes",0.313125,0.0165,6.84206482277617e-05,"propagule","incomplete"
"Raphidascaris acus","nematode",2,4,3,1,"paratenic","1larv","int","yes",0.659038461538462,0.0383333333333333,0.0024148752521712,"1st","incomplete"
"Raphidascaris acus","nematode",2,4,3,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Raphidascaris acus","nematode",2,4,3,3,"no","3larv","int","yes",3.732,0.122,0.053703245616851,"3rd","incomplete"
"Raphidascaris acus","nematode",2,4,3,4,"no","adult","def","yes",38.154,0.7676,18.1712389369845,"4th","incomplete"
"Raphidascaris gigi","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Raphidascaris gigi","nematode",2,3,2.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Raphidascaris gigi","nematode",2,3,2.5,2,"no","2larv","int","yes",5.4575,0.21225,0.211371812741631,"2nd","incomplete"
"Raphidascaris gigi","nematode",2,3,2.5,3,"no","adult","def","yes",13.3416666666667,1.1695,17.8050775971347,"3rd","incomplete"
"Retinometra exigua","cestode",2,2,2,0,NA,"embryo",NA,"no",0.031,0.031,0.000503178423349965,"propagule","complete"
"Retinometra exigua","cestode",2,2,2,1,"no","1larv","int","no",0.31,0.2745,0.0445556378095372,"1st","complete"
"Retinometra exigua","cestode",2,2,2,2,"no","adult","def","no",6.125,0.47,2.83,"2nd","complete"
"Retinometra venusta","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0335,0.018,0.000316253660461373,"propagule","complete"
"Retinometra venusta","cestode",2,2,2,1,"no","1larv","int","no",0.27,0.24,0.0339292006587698,"1st","complete"
"Retinometra venusta","cestode",2,2,2,2,"no","adult","def","no",51.5,1.8,92.7,"2nd","complete"
"Rhabdochona canadensis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona canadensis","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Rhabdochona canadensis","nematode",2,2,2,2,"no","adult","def","no",18.9,0.299,1.32707070479142,"2nd","incomplete"
"Rhabdochona cascadilla","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona cascadilla","nematode",2,2,2,1,"no","1larv","int","no",5.65,0.086,0.0353229682395349,"1st","incomplete"
"Rhabdochona cascadilla","nematode",2,2,2,2,"no","adult","def","no",8.15,0.1463,0.120367221457827,"2nd","incomplete"
"Rhabdochona coronacauda","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona coronacauda","nematode",2,2,2,1,"no","1larv","int","no",1.3078,0.0312,0.000999862780938681,"1st","incomplete"
"Rhabdochona coronacauda","nematode",2,2,2,2,"no","adult","def","no",4.379,0.09875,0.0382470711826102,"2nd","incomplete"
"Rhabdochona denudata","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona denudata","nematode",2,2,2,1,"no","1larv","int","no",2.1106,0.077,0.0106272206639753,"1st","incomplete"
"Rhabdochona denudata","nematode",2,2,2,2,"no","adult","def","no",7.9175,0.15,0.190765703519303,"2nd","incomplete"
"Rhabdochona ergensi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona ergensi","nematode",2,2,2,1,"no","1larv","int","no",1.686,0.0525,0.00364977471773907,"1st","incomplete"
"Rhabdochona ergensi","nematode",2,2,2,2,"no","adult","def","no",8.39725,0.13575,0.128743380165824,"2nd","incomplete"
"Rhabdochona gnedini","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona gnedini","nematode",2,2,2,1,"no","1larv","int","no",2.91,0.08,0.0146272553951141,"1st","incomplete"
"Rhabdochona gnedini","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Rhabdochona hellichi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona hellichi","nematode",2,2,2,1,"no","1larv","int","no",4.57416666666667,0.1245,0.057352012439672,"1st","incomplete"
"Rhabdochona hellichi","nematode",2,2,2,2,"no","adult","def","no",13.41,0.251,0.663538462572437,"2nd","incomplete"
"Rhabdochona kidderi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona kidderi","nematode",2,2,2,1,"no","1larv","int","no",1.59975,0.03825,0.0020010766615248,"1st","incomplete"
"Rhabdochona kidderi","nematode",2,2,2,2,"no","adult","def","no",10.5116666666667,0.123083333333333,0.13726326372703,"2nd","incomplete"
"Rhabdochona oncorhynchi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona oncorhynchi","nematode",2,2,2,1,"no","1larv","int","no",3.675,0.09,0.0233793398289335,"1st","incomplete"
"Rhabdochona oncorhynchi","nematode",2,2,2,2,"no","adult","def","no",15.4591666666667,0.24125,0.817687677674893,"2nd","incomplete"
"Rhabdochona phoxini","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhabdochona phoxini","nematode",2,2,2,1,"no","1larv","int","no",1.3485,0.0405,0.00173720423163583,"1st","incomplete"
"Rhabdochona phoxini","nematode",2,2,2,2,"no","adult","def","no",8.19,0.115,0.085068634922527,"2nd","incomplete"
"Rhodobothrium mesodesmatum","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rhodobothrium mesodesmatum","cestode",2,2,2,1,"no","1larv","int","no",10,7.5,39.2699081698724,"1st","incomplete"
"Rhodobothrium mesodesmatum","cestode",2,2,2,2,"no","adult","def","no",217,5.2,1128.4,"2nd","incomplete"
"Rhodobothrium paucitesticulare","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Rhodobothrium paucitesticulare","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Rhodobothrium paucitesticulare","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Rictularia cristata","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rictularia cristata","nematode",2,2,2,1,"no","1larv","int","no",0.783,NA,NA,"1st","incomplete"
"Rictularia cristata","nematode",2,2,2,2,"no","adult","def","no",27.5,0.43,4.42921367257174,"2nd","incomplete"
"Rictularia proni","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Rictularia proni","nematode",2,2,2,1,"no","1larv","int","no",0.496,0.041,0.000654846139084871,"1st","incomplete"
"Rictularia proni","nematode",2,2,2,2,"no","adult","def","no",43.5,0.79,21.3815225206995,"2nd","incomplete"
"Rodentolepis asymmetrica","cestode",2,2,2,0,NA,"embryo",NA,"no",0.025,0.025,0.000327249234748937,"propagule","complete"
"Rodentolepis asymmetrica","cestode",2,2,2,1,"no","1larv","int","no",0.12,0.11,0.00691150383789754,"1st","complete"
"Rodentolepis asymmetrica","cestode",2,2,2,2,"no","adult","def","no",67.5,3.33333333333333,214.166666666667,"2nd","complete"
"Rodentolepis microstoma","cestode",2,2,2,0,NA,"embryo",NA,"no",0.03195,0.029425,0.000523121646214035,"propagule","complete"
"Rodentolepis microstoma","cestode",2,2,2,1,"no","1larv","int","no",0.2379,0.2125,0.0371427881440043,"1st","complete"
"Rodentolepis microstoma","cestode",2,2,2,2,"no","adult","def","no",140.375,1.595,238.423333333333,"2nd","complete"
"Rodentolepis straminea","cestode",2,2,2,0,NA,"embryo",NA,"no",0.02974,0.0255,0.000407209312767492,"propagule","incomplete"
"Rodentolepis straminea","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Rodentolepis straminea","cestode",2,2,2,2,"no","adult","def","no",73.75,1.8,131.916666666667,"2nd","incomplete"
"Ryjikovilepis dubininae","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ryjikovilepis dubininae","cestode",2,2,2,1,"no","1larv","int","no",0.648,0.408,0.138431138687781,"1st","incomplete"
"Ryjikovilepis dubininae","cestode",2,2,2,2,"no","adult","def","no",10.1,0.45,4.545,"2nd","incomplete"
"Salvelinema salmonicola","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Salvelinema salmonicola","nematode",2,2,2,1,"no","1larv","int","no",8.46,0.19,0.239865311490561,"1st","incomplete"
"Salvelinema salmonicola","nematode",2,2,2,2,"no","adult","def","no",17.0711428571429,0.3789,3.04805582590292,"2nd","incomplete"
"Salvelinema walkeri","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Salvelinema walkeri","nematode",2,2,2,1,"no","1larv","int","no",6.85,0.136,0.0995080623468646,"1st","incomplete"
"Salvelinema walkeri","nematode",2,2,2,2,"no","adult","def","no",23.945,0.5275,5.23383985563071,"2nd","incomplete"
"Schistocephalus pungitii","cestode",3,3,3,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Schistocephalus pungitii","cestode",3,3,3,1,"no","1larv","int","no",0.349,0.148,0.00600397311849914,"1st","incomplete"
"Schistocephalus pungitii","cestode",3,3,3,2,"no","2larv","int","no",22.9556666666667,4.415,97.682105,"2nd","incomplete"
"Schistocephalus pungitii","cestode",3,3,3,3,"no","adult","def","no",NA,NA,NA,"3rd","incomplete"
"Schistocephalus solidus","cestode",3,3,3,0,NA,"free larva",NA,"no",0.03975,0.03775,0.000785987212019996,"propagule","complete"
"Schistocephalus solidus","cestode",3,3,3,1,"no","1larv","int","no",0.304,0.0785,0.00205516786752353,"1st","complete"
"Schistocephalus solidus","cestode",3,3,3,2,"no","2larv","int","no",32.3325,5.1575,168.75085,"2nd","complete"
"Schistocephalus solidus","cestode",3,3,3,3,"no","adult","def","no",56.6108333333333,5.88583333333333,342.668289583333,"3rd","complete"
"Schistotaenia colymba","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Schistotaenia colymba","cestode",2,2,2,1,"no","1larv","int","no",1.18,0.7,0.432492588644195,"1st","incomplete"
"Schistotaenia colymba","cestode",2,2,2,2,"no","adult","def","no",41.5,2.5,103.75,"2nd","incomplete"
"Schistotaenia srivastavai","cestode",2,2,2,0,NA,"embryo",NA,"no",0.019,NA,NA,"propagule","incomplete"
"Schistotaenia srivastavai","cestode",2,2,2,1,"no","1larv","int","no",0.792,0.572,0.237202811716644,"1st","incomplete"
"Schistotaenia srivastavai","cestode",2,2,2,2,"no","adult","def","no",7.05,1.425,10.055,"2nd","incomplete"
"Schistotaenia tenuicirrus","cestode",2,2,2,0,NA,"embryo",NA,"no",0.053,0.05,0.00138753675533549,"propagule","complete"
"Schistotaenia tenuicirrus","cestode",2,2,2,1,"no","1larv","int","no",20,3,141.371669411541,"1st","complete"
"Schistotaenia tenuicirrus","cestode",2,2,2,2,"no","adult","def","no",35,1.85,64.75,"2nd","complete"
"Schizorchis altaica","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Schizorchis altaica","cestode",2,2,2,1,"no","1larv","int","no",0.112,0.088,0.00516058953229683,"1st","incomplete"
"Schizorchis altaica","cestode",2,2,2,2,"no","adult","def","no",68,3,204,"2nd","incomplete"
"Sciurotaenia transversaria","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Sciurotaenia transversaria","cestode",2,2,2,1,"no","1larv","int","no",0.19,0.187,0.0186034644970076,"1st","incomplete"
"Sciurotaenia transversaria","cestode",2,2,2,2,"no","adult","def","no",130,8,1040,"2nd","incomplete"
"Sclerocollum saudii","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.0164,0.0046,3.95002916311357e-05,"propagule","complete"
"Sclerocollum saudii","acanthocephalan",2,2,2,1,"no","1larv","int","no",1.3475,0.161,0.0276841099114085,"1st","complete"
"Sclerocollum saudii","acanthocephalan",2,2,2,2,"no","adult","def","no",12.806,1.278,16.4272583195258,"2nd","complete"
"Serpinema trispinosum","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.268,0.01425,4.31457499314684e-05,"propagule","incomplete"
"Serpinema trispinosum","nematode",2,3,2.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Serpinema trispinosum","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",1.249625,0.062125,0.00381045704542514,"2nd","incomplete"
"Serpinema trispinosum","nematode",2,3,2.5,3,"no","adult","def","yes",10.0975,0.363,1.10936342327775,"3rd","incomplete"
"Serratospiculum seurati","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Serratospiculum seurati","nematode",2,2,2,1,"no","1larv","int","no",2.655,0.0625,0.00814543798367275,"1st","incomplete"
"Serratospiculum seurati","nematode",2,2,2,2,"no","adult","def","no",129,0.7,49.6450179083527,"2nd","incomplete"
"Serratospiculum tendo","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Serratospiculum tendo","nematode",2,2,2,1,"no","1larv","int","no",1.09,0.062,0.00329078688870877,"1st","incomplete"
"Serratospiculum tendo","nematode",2,2,2,2,"no","adult","def","no",206.5,0.848,117.218984532124,"2nd","incomplete"
"Seuratum cadarachense","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Seuratum cadarachense","nematode",2,2,2,1,"no","1larv","int","no",0.8,0.072,0.0032572032632419,"1st","incomplete"
"Seuratum cadarachense","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Seuratum nguyenvanaii","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Seuratum nguyenvanaii","nematode",2,2,2,1,"no","1larv","int","no",0.75,0.05,0.00147262155637022,"1st","incomplete"
"Seuratum nguyenvanaii","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Sicarius dipterum","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Sicarius dipterum","nematode",2,2,2,1,"no","1larv","int","no",1.5,NA,NA,"1st","incomplete"
"Sicarius dipterum","nematode",2,2,2,2,"no","adult","def","no",18.5125,0.305,1.64571398497982,"2nd","incomplete"
"Simondsia paradoxa","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Simondsia paradoxa","nematode",2,3,2.5,1,"no","1larv","int","yes",1.5215,0.073,0.00690798093443563,"1st","incomplete"
"Simondsia paradoxa","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Simondsia paradoxa","nematode",2,3,2.5,3,"no","adult","def","yes",12.87,1.9525,13.0983993302446,"3rd","incomplete"
"Skrjabinelazia galliardi","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",0.4,0.021,0.00013854423602331,"propagule","incomplete"
"Skrjabinelazia galliardi","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Skrjabinelazia galliardi","nematode",1,2,1.5,2,"no","adult","def","yes",12.125,0.27,0.694223254104047,"2nd","incomplete"
"Skrjabinema ovis","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Skrjabinema ovis","nematode",1,1,1,1,"no","adult","def","no",7.495,0.45,1.19202824501943,"1st","incomplete"
"Skrjabingylus chitwoodorum","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.457333333333333,0.0153333333333333,8.57125959666659e-05,"propagule","incomplete"
"Skrjabingylus chitwoodorum","nematode",2,3,2.5,1,"no","1larv","int","yes",0.8545,0.0395,0.00105848935149146,"1st","incomplete"
"Skrjabingylus chitwoodorum","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Skrjabingylus chitwoodorum","nematode",2,3,2.5,3,"no","adult","def","yes",37.946666666,0.783,21.4178720563998,"3rd","incomplete"
"Skrjabingylus lutrae","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.3975,NA,NA,"propagule","incomplete"
"Skrjabingylus lutrae","nematode",2,3,2.5,1,"no","1larv","int","yes",0.8735,0.025,0.000428778309829794,"1st","incomplete"
"Skrjabingylus lutrae","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Skrjabingylus lutrae","nematode",2,3,2.5,3,"no","adult","def","yes",24,0.895,15.0989655320506,"3rd","incomplete"
"Skrjabingylus nasicola","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.318,0.0145,5.32798406085561e-05,"propagule","incomplete"
"Skrjabingylus nasicola","nematode",2,3,2.5,1,"no","1larv","int","yes",0.800166666666667,0.044,0.0013882446608801,"1st","incomplete"
"Skrjabingylus nasicola","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Skrjabingylus nasicola","nematode",2,3,2.5,3,"no","adult","def","yes",16.675,0.55,4.31699352861625,"3rd","incomplete"
"Skrjabingylus petrowi","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.395,0.018,0.000100515256951605,"propagule","incomplete"
"Skrjabingylus petrowi","nematode",2,3,2.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Skrjabingylus petrowi","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Skrjabingylus petrowi","nematode",2,3,2.5,3,"no","adult","def","yes",30.8625,0.881666666666667,18.2572780035422,"3rd","incomplete"
"Skrjabinocerca americana","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Skrjabinocerca americana","nematode",2,2,2,1,"no","1larv","int","no",2.25,0.088,0.0136847775990371,"1st","incomplete"
"Skrjabinocerca americana","nematode",2,2,2,2,"no","adult","def","no",6,0.22875,0.246410819784315,"2nd","incomplete"
"Skrjabinocerca prima","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Skrjabinocerca prima","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Skrjabinocerca prima","nematode",2,2,2,2,"no","adult","def","no",6.29,0.2445,0.295323667926299,"2nd","incomplete"
"Skrjabinoclava inornatae","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Skrjabinoclava inornatae","nematode",2,2,2,1,"no","1larv","int","no",1.317555556,0.041666667,0.00179653772641214,"1st","incomplete"
"Skrjabinoclava inornatae","nematode",2,2,2,2,"no","adult","def","no",4.15,0.173833333333333,0.101779312753193,"2nd","incomplete"
"Skrjabinoclava morrisoni","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Skrjabinoclava morrisoni","nematode",2,2,2,1,"no","1larv","int","no",0.575,0.0245,0.000271075267358108,"1st","incomplete"
