Parasite.species,Parasite.group,minLCL,maxLCL,midLCL,Host.no,Facultative,Stage,Def.int,Flex.cycle,Length,Width,Biovolume,Host.nofac,trans_to_int,trans_to_def,trans_to_fac,trans_to_human,complete_size
Diphyllobothrium dendriticum,cestode,3,4,3.5,2,no,2larv,int,yes,28.095,0.4,2.4,2nd,yes,no,yes,no,complete
Diphyllobothrium dendriticum,cestode,3,4,3.5,3,paratenic,3larv,int,yes,6,0.4,2.4,3rd,no,yes,no,yes,complete
Diphyllobothrium dendriticum,cestode,3,4,3.5,4,no,adult,def,yes,1027.75,13.3,22927.1,4th,no,no,no,no,complete
Diphyllobothrium ditremum,cestode,3,4,3.5,0,NA,free larva,NA,yes,0.032,0.028,0.000469145,propagule,yes,no,no,no,incomplete
Diphyllobothrium ditremum,cestode,3,4,3.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,no,no,incomplete
Diphyllobothrium ditremum,cestode,3,4,3.5,2,no,2larv,int,yes,NA,NA,NA,2nd,yes,no,yes,no,incomplete
Diphyllobothrium ditremum,cestode,3,4,3.5,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Diphyllobothrium ditremum,cestode,3,4,3.5,4,no,adult,def,yes,500,5.5,2750,4th,no,no,no,no,incomplete
Diphyllobothrium latum,cestode,3,4,3.5,0,NA,free larva,NA,yes,0.0344,0.03,0.000471239,propagule,yes,no,no,no,incomplete
Diphyllobothrium latum,cestode,3,4,3.5,1,no,1larv,int,yes,0.429333333,0.116666667,0.00556952,1st,yes,no,no,no,incomplete
Diphyllobothrium latum,cestode,3,4,3.5,2,no,2larv,int,yes,19.23333333,NA,NA,2nd,yes,no,yes,no,incomplete
Diphyllobothrium latum,cestode,3,4,3.5,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,yes,incomplete
Diphyllobothrium latum,cestode,3,4,3.5,4,no,adult,def,yes,4601.772,11.97233333,57312.21287,4th,no,no,no,no,incomplete
Diphyllobothrium nihonkaiense,cestode,3,4,3.5,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diphyllobothrium nihonkaiense,cestode,3,4,3.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,no,no,incomplete
Diphyllobothrium nihonkaiense,cestode,3,4,3.5,2,no,2larv,int,yes,21.5,1.3,27.95,2nd,yes,no,yes,no,incomplete
Diphyllobothrium nihonkaiense,cestode,3,4,3.5,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,yes,incomplete
Diphyllobothrium nihonkaiense,cestode,3,4,3.5,4,no,adult,def,yes,3590.866667,9.908333333,55301.55555,4th,no,no,no,no,incomplete
Diplocotyle olrikii,cestode,1,2,1.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diplocotyle olrikii,cestode,1,2,1.5,1,no,1larv,int,yes,45.948,1.288,73.67456,1st,no,yes,yes,no,incomplete
Diplocotyle olrikii,cestode,1,2,1.5,2,progenetic,adult,def,yes,44.4,1.433666667,73.8395,2nd,no,no,no,no,incomplete
Diplogonoporus balaenopterae,cestode,3,3,3,0,NA,free larva,NA,no,0.0485,0.0434,0.001102123,propagule,yes,no,no,no,incomplete
Diplogonoporus balaenopterae,cestode,3,3,3,1,no,1larv,int,no,0.1566,0.0837,0.000861653,1st,yes,no,no,no,incomplete
Diplogonoporus balaenopterae,cestode,3,3,3,2,no,2larv,int,no,NA,NA,NA,2nd,no,yes,no,yes,incomplete
Diplogonoporus balaenopterae,cestode,3,3,3,3,no,adult,def,no,2805,11.87785714,40264,3rd,no,no,no,no,incomplete
Diploposthe laevis,cestode,2,3,2.5,0,NA,embryo,NA,yes,0.02525,0.02425,0.000386743,propagule,yes,no,no,no,complete
Diploposthe laevis,cestode,2,3,2.5,1,no,1larv,int,yes,0.19,0.165,0.016571901,1st,yes,no,yes,no,complete
Diploposthe laevis,cestode,2,3,2.5,2,paratenic,2larv,int,yes,0.193,0.176,0.017785603,2nd,no,yes,no,no,complete
Diploposthe laevis,cestode,2,3,2.5,3,no,adult,def,yes,314.8,4.806,1499.624,3rd,no,no,no,no,complete
Diploposthe skrjabini,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diploposthe skrjabini,cestode,2,2,2,1,no,1larv,int,no,0.17,0.15,0.013351769,1st,no,yes,no,no,incomplete
Diploposthe skrjabini,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Diplopylidium acanthotetra,cestode,3,3,3,0,NA,embryo,NA,no,0.034,0.034,0.00060528,propagule,yes,no,no,no,incomplete
Diplopylidium acanthotetra,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Diplopylidium acanthotetra,cestode,3,3,3,2,no,2larv,int,no,2.1215,1.096,2.405688339,2nd,no,yes,no,no,incomplete
Diplopylidium acanthotetra,cestode,3,3,3,3,no,adult,def,no,61.5,NA,NA,3rd,no,no,no,no,incomplete
Diplopylidium nölleri,cestode,3,3,3,0,NA,embryo,NA,no,0.03,0.03,0.000471239,propagule,yes,no,no,no,incomplete
Diplopylidium nölleri,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Diplopylidium nölleri,cestode,3,3,3,2,no,2larv,int,no,2.8,1.15,2.908329399,2nd,no,yes,no,no,incomplete
Diplopylidium nölleri,cestode,3,3,3,3,no,adult,def,no,64.5,0.75,48.375,3rd,no,no,no,no,incomplete
Diplotriaena agelaius,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diplotriaena agelaius,nematode,2,2,2,1,no,1larv,int,no,0.71,0.049,0.001338876,1st,no,yes,no,no,incomplete
Diplotriaena agelaius,nematode,2,2,2,2,no,adult,def,no,92,0.76,41.73543008,2nd,no,no,no,no,incomplete
Diplotriaena bargusinica,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diplotriaena bargusinica,nematode,2,2,2,1,no,1larv,int,no,0.652,0.051,0.001331919,1st,no,yes,no,no,incomplete
Diplotriaena bargusinica,nematode,2,2,2,2,no,adult,def,no,39,0.86,22.65433878,2nd,no,no,no,no,incomplete
Diplotriaena sokolowi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diplotriaena sokolowi,nematode,2,2,2,1,no,1larv,int,no,0.68,0.045,0.001081493,1st,no,yes,no,no,incomplete
Diplotriaena sokolowi,nematode,2,2,2,2,no,adult,def,no,46.5,0.65,15.43012867,2nd,no,no,no,no,incomplete
Diplotriaena tricuspis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diplotriaena tricuspis,nematode,2,2,2,1,no,1larv,int,no,0.641,0.035,0.000616714,1st,no,yes,no,no,incomplete
Diplotriaena tricuspis,nematode,2,2,2,2,no,adult,def,no,123.85,0.961,103.7406118,2nd,no,no,no,no,incomplete
Diplotriaena tridens,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Diplotriaena tridens,nematode,2,2,2,1,no,1larv,int,no,0.65,0.077,0.003026807,1st,no,yes,no,no,incomplete
Diplotriaena tridens,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Dipylidium caninum,cestode,2,2,2,0,NA,embryo,NA,no,0.0275,NA,NA,propagule,yes,no,no,no,incomplete
Dipylidium caninum,cestode,2,2,2,1,no,1larv,int,no,0.329033333,0.2708,0.048608736,1st,no,yes,no,no,incomplete
Dipylidium caninum,cestode,2,2,2,2,no,adult,def,no,306.25,NA,NA,2nd,no,no,no,no,incomplete
Dispharynx nasuta,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Dispharynx nasuta,nematode,2,2,2,1,no,1larv,int,no,3.03625,0.09075,0.020199734,1st,no,yes,no,no,incomplete
Dispharynx nasuta,nematode,2,2,2,2,no,adult,def,no,7.6525,0.43175,1.166657805,2nd,no,no,no,no,incomplete
Dollfusentis chandleri,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Dollfusentis chandleri,acanthocephalan,2,2,2,1,no,1larv,int,no,4.5,0.375,0.554059134,1st,no,yes,no,no,incomplete
Dollfusentis chandleri,acanthocephalan,2,2,2,2,no,adult,def,no,9.549,0.413,1.279227768,2nd,no,no,no,no,incomplete
Dracunculus doi,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.37,0.015,6.54E-05,propagule,yes,no,no,no,incomplete
Dracunculus doi,nematode,2,3,2.5,1,no,1larv,int,yes,0.6,0.018,0.000152681,1st,yes,no,yes,no,incomplete
Dracunculus doi,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Dracunculus doi,nematode,2,3,2.5,3,no,adult,def,yes,348,0.9,221.3880343,3rd,no,no,no,no,incomplete
Dracunculus globocephalus,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.6935,0.021,0.000240201,propagule,yes,no,no,no,incomplete
Dracunculus globocephalus,nematode,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Dracunculus globocephalus,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Dracunculus globocephalus,nematode,2,3,2.5,3,no,adult,def,yes,94.1,0.62775,32.57321335,3rd,no,no,no,no,incomplete
Dracunculus insignis,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.625333333,0.020833333,0.000212323,propagule,yes,no,no,no,incomplete
Dracunculus insignis,nematode,2,3,2.5,1,no,1larv,int,yes,0.59675,0.01425,0.000101991,1st,yes,no,yes,no,incomplete
Dracunculus insignis,nematode,2,3,2.5,2,paratenic,2larv,int,yes,0.629,NA,NA,2nd,no,yes,no,no,incomplete
Dracunculus insignis,nematode,2,3,2.5,3,no,adult,def,yes,252.5,1.1025,244.1928554,3rd,no,no,no,no,incomplete
Dracunculus medinensis,nematode,2,2,2,0,NA,free larva,NA,no,0.48625,0.039,0.000592658,propagule,yes,no,no,no,complete
Dracunculus medinensis,nematode,2,2,2,1,no,1larv,int,no,0.451,0.018,0.000114766,1st,no,yes,no,yes,complete
Dracunculus medinensis,nematode,2,2,2,2,no,adult,def,no,480,1.5,1075.177361,2nd,no,no,no,no,complete
Dracunculus oesophagea,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.475,0.018,0.000120873,propagule,yes,no,no,no,incomplete
Dracunculus oesophagea,nematode,2,3,2.5,1,no,1larv,int,yes,0.51,0.04,0.000640885,1st,yes,no,yes,no,incomplete
Dracunculus oesophagea,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Dracunculus oesophagea,nematode,2,3,2.5,3,no,adult,def,yes,358.5,0.55,85.17348558,3rd,no,no,no,no,incomplete
Dracunculus ophidensis,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.43,0.016,8.65E-05,propagule,yes,no,no,no,incomplete
Dracunculus ophidensis,nematode,2,3,2.5,1,no,1larv,int,yes,0.62,NA,NA,1st,yes,no,yes,no,incomplete
Dracunculus ophidensis,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Dracunculus ophidensis,nematode,2,3,2.5,3,no,adult,def,yes,250,NA,NA,3rd,no,no,no,no,incomplete
Drepanidotaenia bisacculina,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Drepanidotaenia bisacculina,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,all missing
Drepanidotaenia bisacculina,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,all missing
Drepanidotaenia lanceolata,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Drepanidotaenia lanceolata,cestode,2,2,2,1,no,1larv,int,no,0.1475,0.1075,0.01585625,1st,no,yes,no,no,incomplete
Drepanidotaenia lanceolata,cestode,2,2,2,2,no,adult,def,no,107.8333333,10.33333333,1157.25,2nd,no,no,no,no,incomplete
Duplicibothrium minutum,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Duplicibothrium minutum,cestode,2,2,2,1,no,1larv,int,no,0.618333333,0.147,0.007043243,1st,no,yes,no,no,incomplete
Duplicibothrium minutum,cestode,2,2,2,2,no,adult,def,no,4.7555,0.255,1.226705,2nd,no,no,no,no,incomplete
Echinobothrium affine,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinobothrium affine,cestode,2,2,2,1,no,1larv,int,no,1.7,0.55,0.486946861,1st,no,yes,no,no,incomplete
Echinobothrium affine,cestode,2,2,2,2,no,adult,def,no,5.95,0.63,3.7485,2nd,no,no,no,no,incomplete
Echinobothrium benedeni,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinobothrium benedeni,cestode,2,2,2,1,no,1larv,int,no,1.6,0.6,0.452389342,1st,no,yes,no,no,incomplete
Echinobothrium benedeni,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Echinobothrium chisholmae,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinobothrium chisholmae,cestode,2,2,2,1,no,1larv,int,no,0.39,0.32,0.031365661,1st,no,yes,no,no,incomplete
Echinobothrium chisholmae,cestode,2,2,2,2,no,adult,def,no,1.97,0.16,0.3152,2nd,no,no,no,no,incomplete
Echinobothrium lateroporum,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinobothrium lateroporum,cestode,2,2,2,1,no,1larv,int,no,0.405,0.155,0.007642022,1st,no,yes,no,no,incomplete
Echinobothrium lateroporum,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Echinobothrium reesae,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinobothrium reesae,cestode,2,2,2,1,no,1larv,int,no,4.25,1.23,2.737112599,1st,no,yes,no,no,incomplete
Echinobothrium reesae,cestode,2,2,2,2,no,adult,def,no,12.5,NA,NA,2nd,no,no,no,no,incomplete
Echinobothrium typus,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinobothrium typus,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Echinobothrium typus,cestode,2,2,2,2,no,adult,def,no,4.66,0.355,1.3561,2nd,no,no,no,no,incomplete
Echinocephalus overstreeti,nematode,2,2,2,0,NA,free larva,NA,no,0.114,0.009,7.25E-06,propagule,yes,no,no,no,incomplete
Echinocephalus overstreeti,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Echinocephalus overstreeti,nematode,2,2,2,2,no,adult,def,no,38.26333333,1.030333333,42.64228614,2nd,no,no,no,no,incomplete
Echinocephalus pseudouncinatus,nematode,2,2,2,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinocephalus pseudouncinatus,nematode,2,2,2,1,no,1larv,int,no,18.64,0.6388,5.97400531,1st,no,yes,no,no,incomplete
Echinocephalus pseudouncinatus,nematode,2,2,2,2,no,adult,def,no,46,1.52,83.47086017,2nd,no,no,no,no,incomplete
Echinocephalus sinensis,nematode,2,2,2,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinocephalus sinensis,nematode,2,2,2,1,no,1larv,int,no,11.4,0.283,0.71707999,1st,no,yes,no,no,incomplete
Echinocephalus sinensis,nematode,2,2,2,2,no,adult,def,no,28,0.427,4.009624129,2nd,no,no,no,no,incomplete
Echinocephalus uncinatus,nematode,2,2,2,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinocephalus uncinatus,nematode,2,2,2,1,no,1larv,int,no,13.525,0.64,5.073493457,1st,no,yes,no,no,incomplete
Echinocephalus uncinatus,nematode,2,2,2,2,no,adult,def,no,30.9,0.86,17.94920688,2nd,no,no,no,no,incomplete
Echinocotyle clanguli,cestode,2,2,2,0,NA,embryo,NA,no,0.039,0.023,0.000469668,propagule,yes,no,no,no,complete
Echinocotyle clanguli,cestode,2,2,2,1,no,1larv,int,no,0.18,0.1675,0.015786503,1st,no,yes,no,no,complete
Echinocotyle clanguli,cestode,2,2,2,2,no,adult,def,no,77,0.795,61.215,2nd,no,no,no,no,complete
Echinocotyle clerci,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinocotyle clerci,cestode,2,2,2,1,no,1larv,int,no,0.28,0.23,0.033719761,1st,no,yes,no,no,incomplete
Echinocotyle clerci,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Echinocotyle druzniensis,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinocotyle druzniensis,cestode,2,2,2,1,no,1larv,int,no,0.18,0.15,0.014137167,1st,no,yes,no,no,incomplete
Echinocotyle druzniensis,cestode,2,2,2,2,no,adult,def,no,0.78,0.14,0.1092,2nd,no,no,no,no,incomplete
Echinocotyle rosseteri,cestode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinocotyle rosseteri,cestode,2,3,2.5,1,no,1larv,int,yes,0.23,0.23,0.027698375,1st,yes,no,yes,no,incomplete
Echinocotyle rosseteri,cestode,2,3,2.5,2,paratenic,2larv,int,yes,0.187,0.151,0.014784859,2nd,no,yes,no,no,incomplete
Echinocotyle rosseteri,cestode,2,3,2.5,3,no,adult,def,yes,1.4925,0.2675,0.421075,3rd,no,no,no,no,incomplete
Echinorhynchus borealis,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.0665,0.0115,0.000400422,propagule,yes,no,no,no,complete
Echinorhynchus borealis,acanthocephalan,2,2,2,1,no,1larv,int,no,3.37139881,0.339335318,0.358250944,1st,no,yes,no,no,complete
Echinorhynchus borealis,acanthocephalan,2,2,2,2,no,adult,def,no,7.258333333,1.225,7.534995704,2nd,no,no,no,no,complete
Echinorhynchus bothniensis,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.073,0.017,0.000649786,propagule,yes,no,no,no,incomplete
Echinorhynchus bothniensis,acanthocephalan,2,2,2,1,no,1larv,int,no,4.065,NA,NA,1st,no,yes,no,no,incomplete
Echinorhynchus bothniensis,acanthocephalan,2,2,2,2,no,adult,def,no,17.4,2.0075,55.7818639,2nd,no,no,no,no,incomplete
Echinorhynchus gadi,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinorhynchus gadi,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,3.344,0.3365,0.29738995,1st,no,yes,no,no,incomplete
Echinorhynchus gadi,acanthocephalan,2,3,2.5,2,no,adult,def,yes,28.8,1.061,30.27137503,2nd,no,no,no,no,incomplete
Echinorhynchus lageniformis,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.055,0.015,0.000431969,propagule,yes,no,no,no,complete
Echinorhynchus lageniformis,acanthocephalan,2,2,2,1,no,1larv,int,no,1.41,0.306,0.103693575,1st,no,yes,no,no,complete
Echinorhynchus lageniformis,acanthocephalan,2,2,2,2,no,adult,def,no,3.371,0.8225,1.590220814,2nd,no,no,no,no,complete
Echinorhynchus leidyi,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinorhynchus leidyi,acanthocephalan,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Echinorhynchus leidyi,acanthocephalan,2,2,2,2,no,adult,def,no,15.7,1.2,18.54796303,2nd,no,no,no,no,incomplete
Echinorhynchus salmonis,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,0.06,0.014,0.000439823,propagule,yes,no,no,no,complete
Echinorhynchus salmonis,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,4.733333333,0.524,1.020750368,1st,no,yes,no,no,complete
Echinorhynchus salmonis,acanthocephalan,2,3,2.5,2,no,adult,def,yes,6.966666667,1.68,15.5747388,2nd,no,no,no,no,complete
Echinorhynchus sp.,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.047,0.015,0.000369137,propagule,yes,no,no,no,complete
Echinorhynchus sp.,acanthocephalan,2,2,2,1,no,1larv,int,no,2.85,0.275,0.169277848,1st,no,yes,no,no,complete
Echinorhynchus sp.,acanthocephalan,2,2,2,2,no,adult,def,no,27.9,1.218,32.507881,2nd,no,no,no,no,complete
Echinorhynchus truttae,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.082,0.025,0.001078613,propagule,yes,no,no,no,complete
Echinorhynchus truttae,acanthocephalan,2,2,2,1,no,1larv,int,no,4.982666667,0.3,0.424115008,1st,no,yes,no,no,complete
Echinorhynchus truttae,acanthocephalan,2,2,2,2,no,adult,def,no,15.5,1.113333333,15.063387,2nd,no,no,no,no,complete
Echinuria uncinata,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Echinuria uncinata,nematode,2,2,2,1,no,1larv,int,no,1.495,NA,NA,1st,no,yes,no,no,incomplete
Echinuria uncinata,nematode,2,2,2,2,no,adult,def,no,10.325,0.8,7.187963991,2nd,no,no,no,no,incomplete
Elaphostrongylus alces,nematode,2,2,2,0,NA,free larva,NA,no,0.40665,0.01798,0.00010388,propagule,yes,no,no,no,complete
Elaphostrongylus alces,nematode,2,2,2,1,no,1larv,int,no,0.73152,0.03889,0.000870352,1st,no,yes,no,no,complete
Elaphostrongylus alces,nematode,2,2,2,2,no,adult,def,no,58.125,0.251,3.075727691,2nd,no,no,no,no,complete
Elaphostrongylus cervi,nematode,2,2,2,0,NA,free larva,NA,no,0.40925,0.0193125,0.000120108,propagule,yes,no,no,no,complete
Elaphostrongylus cervi,nematode,2,2,2,1,no,1larv,int,no,0.961,0.045,0.001555796,1st,no,yes,no,no,complete
Elaphostrongylus cervi,nematode,2,2,2,2,no,adult,def,no,55.5625,0.19325,1.686333453,2nd,no,no,no,no,complete
Elaphostrongylus rangiferi,nematode,2,2,2,0,NA,free larva,NA,no,0.385375,0.017975,0.000101214,propagule,yes,no,no,no,complete
Elaphostrongylus rangiferi,nematode,2,2,2,1,no,1larv,int,no,0.779416667,0.0425,0.001391552,1st,no,yes,no,no,complete
Elaphostrongylus rangiferi,nematode,2,2,2,2,no,adult,def,no,43.42666667,0.205466667,1.474523215,2nd,no,no,no,no,complete
Enterobius vermicularis,nematode,1,1,1,0,NA,embryo,NA,no,0.145,NA,NA,propagule,no,yes,no,yes,incomplete
Enterobius vermicularis,nematode,1,1,1,1,no,adult,def,no,9.5,0.5625,2.610835301,1st,no,no,no,no,incomplete
Epomidiostomum uncinatum,nematode,1,1,1,0,NA,free larva,NA,no,0.42375,0.013,5.74E-05,propagule,no,yes,no,no,complete
Epomidiostomum uncinatum,nematode,1,1,1,1,no,adult,def,no,10.75,0.25,0.527689391,1st,no,no,no,no,complete
Equinia mamillana,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Equinia mamillana,cestode,2,2,2,1,no,1larv,int,no,0.171,0.1571,0.01406601,1st,no,yes,no,no,incomplete
Equinia mamillana,cestode,2,2,2,2,no,adult,def,no,24.33333333,5.333333333,130,2nd,no,no,no,no,incomplete
Eubothrium crassum,cestode,2,3,2.5,0,NA,embryo,NA,yes,0.060333333,0.038,0.001201834,propagule,yes,no,no,no,incomplete
Eubothrium crassum,cestode,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Eubothrium crassum,cestode,2,3,2.5,2,paratenic,2larv,int,yes,2.5,NA,NA,2nd,no,yes,no,no,incomplete
Eubothrium crassum,cestode,2,3,2.5,3,no,adult,def,yes,290.6621065,2.31675,691.0263333,3rd,no,no,no,no,incomplete
Eubothrium rugosum,cestode,2,3,2.5,0,NA,embryo,NA,yes,0.054,0.032,0.000904779,propagule,yes,no,no,no,incomplete
Eubothrium rugosum,cestode,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Eubothrium rugosum,cestode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Eubothrium rugosum,cestode,2,3,2.5,3,no,adult,def,yes,330.5,2.2715,740.9215,3rd,no,no,no,no,incomplete
Eubothrium salvelini,cestode,2,3,2.5,0,NA,embryo,NA,yes,0.0715,0.04675,0.00175471,propagule,yes,no,no,no,incomplete
Eubothrium salvelini,cestode,2,3,2.5,1,no,1larv,int,yes,0.401190476,0.106349206,0.004018488,1st,yes,no,yes,no,incomplete
Eubothrium salvelini,cestode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Eubothrium salvelini,cestode,2,3,2.5,3,no,adult,def,yes,272.25,1.67275,564.0936667,3rd,no,no,no,no,incomplete
Eucoleus aerophilus,nematode,1,2,1.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,yes,no,incomplete
Eucoleus aerophilus,nematode,1,2,1.5,1,paratenic,1larv,int,yes,NA,NA,NA,1st,no,yes,no,no,incomplete
Eucoleus aerophilus,nematode,1,2,1.5,2,no,adult,def,yes,30.896,0.133,0.513737421,2nd,no,no,no,no,incomplete
Eucoleus annulatus,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Eucoleus annulatus,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Eucoleus annulatus,nematode,2,2,2,2,no,adult,def,no,45.08166667,0.0985,0.424581206,2nd,no,no,no,no,incomplete
Eucoleus contortus,nematode,1,2,1.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,yes,no,incomplete
Eucoleus contortus,nematode,1,2,1.5,1,paratenic,1larv,int,yes,NA,NA,NA,1st,no,yes,no,no,incomplete
Eucoleus contortus,nematode,1,2,1.5,2,no,adult,def,yes,38.536,0.105333333,0.292577922,2nd,no,no,no,no,incomplete
Eucoleus frugilegi,nematode,2,2,2,0,NA,embryo,NA,no,0.18,NA,NA,propagule,yes,no,no,no,all missing
Eucoleus frugilegi,nematode,2,2,2,1,no,1larv,int,no,0.24,NA,NA,1st,no,yes,no,no,all missing
Eucoleus frugilegi,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,all missing
Eurycestus avoceti,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Eurycestus avoceti,cestode,2,2,2,1,no,1larv,int,no,0.216,0.161,0.018635928,1st,no,yes,no,no,incomplete
Eurycestus avoceti,cestode,2,2,2,2,no,adult,def,no,0.8,29,23.2,2nd,no,no,no,no,incomplete
Eustrongylides excisus,nematode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
